Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care (product.metafields.custom.care),Description (product.metafields.custom.description1),description (product.metafields.custom.description2),free shipping in the USA (product.metafields.custom.free_shipping_in_the_usa),HID (product.metafields.custom.hid),materials  (product.metafields.custom.materials_),Measurments (product.metafields.custom.measurments),placemats (product.metafields.custom.placemats),Related Size - Large (product.metafields.custom.related_size_large),Related Size - Medium (product.metafields.custom.related_size_medium),shipping and returns  (product.metafields.custom.shipping_and_returns),TINUUID (product.metafields.custom.tinuuid),Care guide (product.metafields.descriptors.care_guide),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Cover color (product.metafields.shopify.cover-color),Cover material (product.metafields.shopify.cover-material),Fabric (product.metafields.shopify.fabric),Shape (product.metafields.shopify.shape),Throw pillow shape (product.metafields.shopify.throw-pillow-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
l-hull-basket-in-graphite-ultra-suede-copy,(L) Hull Basket in Graphite Ultra suede,"<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.</span></p>",knots studio,Home & Garden > Decor > Baskets,"","",true,Title,Default Title,,,,,,,,30030grf,1500.0,shopify,deny,manual,223.00,298.00,true,true,,,,,FALSE,https://cdn.shopify.com/s/files/1/1129/5340/files/mgrey_1903166f-2a6a-4619-8d33-118329c5d5dd.jpg?v=1755072318,1,"",false,,,,,,,,,,,,,,,,,Free shipping in the USA,,"Beech wood, Stiff foam, polyester vegan suede fabric.","Diameter: 52 cm/ 20 inch 
Height: 45 cm / 18 inch   ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with mild soap and a wet towel. vacuum the basket to keep it fresh and clean.,,,,stone; red; red-earth; gray,,,,,,,l-hull-basket-in-cobalt-ultra-suede; l-hull-basket-in-graphite-ultra-suede-copy; l-hull-basket-in-red-earth-ultra-suede; l-hull-basket-in-cream-vegan-suede,ahead,,,kg,,,active
l-hull-basket-in-graphite-ultra-suede-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-hull-basket-in-graphite-ultra-suede-copy,(M) Hull Basket in Graphite Ultra suede,"<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.</span></p>",knots studio,Home & Garden > Decor > Baskets,"","",true,Title,Default Title,,,,,,,,30020grf,1000.0,shopify,deny,manual,168.00,225.00,true,true,,,,,FALSE,https://cdn.shopify.com/s/files/1/1129/5340/files/39DE7625-B192-4D4B-BB81-91796B74D793.png?v=1752429579,1,"",false,,,,,,,,,,,,,,,,,Free shipping in the USA,,"Beech wood, Stiff foam, polyester vegan suede fabric.","Diameter: ﻿39 cm/ 15.5 inch  
Height: 35 cm / 13.3 inch  ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with mild soap and a wet towel. vacuum the basket to keep it fresh and clean.,,1,,stone; red; red-earth; gray,,,,,,,m-hull-basket-in-cream-vegan-suede; m-hull-basket-in-red-earth-ultra-suede-copy; m-hull-basket-in-graphite-ultra-suede-copy; s-hull-basket-in-cobalt-ultra-suede-copy,ahead,,,kg,,,active
m-hull-basket-in-graphite-ultra-suede-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-hull-basket-in-graphite-ultra-suede,(S) Hull Basket in Graphite Ultra suede,"<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.</span></p>",knots studio,Home & Garden > Decor > Baskets,"","",true,Title,Default Title,,,,,,,,30010grf,500.0,shopify,deny,manual,101.00,135.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_180612.png?v=1752419223,1,"",false,,,,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, polyester vegan suede fabric.","Diameter: ﻿33 cm/ 13 inch  
Height: 25 cm / 10 inch     ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with mild soap and a wet towel. vacuum the basket to keep it fresh and clean.,,,,stone; red; red-earth; gray,,,,,,,s-hull-basket-in-cobalt-ultra-suede; s-hull-basket-in-graphite-ultra-suede; m-hull-basket-in-red-earth-ultra-suede-copy-copy; s-hull-basket-in-cream-vegan-suede,ahead,,,kg,,,active
s-hull-basket-in-graphite-ultra-suede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_180517.png?v=1752419223,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-hull-basket-in-graphite-ultra-suede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-hull-basket-in-red-earth-ultra-suede-copy-copy,(S) Hull Basket in Red Earth Ultra suede,"<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised.</span></p>",knots studio,Home & Garden > Decor > Baskets,"","",true,Title,Default Title,,,,,,,,30010red,500.0,shopify,deny,manual,101.00,135.00,true,false,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_174816.png?v=1752418352,1,"",false,,,,,,,,,,,,,,,,,Free shipping in the USA,,"Beech wood, Stiff foam, polyester vegan suede fabric.","Diameter: ﻿33 cm/ 13 inch  
Height: 25 cm / 10 inch     ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with mild soap and a wet towel. vacuum the basket to keep it fresh and clean.,,,,stone; red; red-earth; gray,,,,,,,s-hull-basket-in-cobalt-ultra-suede; s-hull-basket-in-graphite-ultra-suede; m-hull-basket-in-red-earth-ultra-suede-copy-copy; s-hull-basket-in-cream-vegan-suede,ahead,,,kg,,,active
m-hull-basket-in-red-earth-ultra-suede-copy-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_175110.png?v=1752418352,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-hull-basket-in-red-earth-ultra-suede-copy-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_174920.png?v=1752418346,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-hull-basket-in-red-earth-ultra-suede-copy-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-hull-basket-in-red-earth-ultra-suede-copy,(M) Hull Basket in Red Earth Ultra suede,"<p><span>Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized.</span></p>",knots studio,Home & Garden > Decor > Baskets,"","",true,Title,Default Title,,,,,,,,30020red,1000.0,shopify,deny,manual,168.00,225.00,true,true,,,,,FALSE,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_140711.png?v=1752336191,1,"",false,,,,,,,,,,,,,,,,,Free shipping in the USA,,"Beech wood, Stiff foam, polyester vegan suede fabric.","Diameter: ﻿39 cm/ 15.5 inch  
Height: 35 cm / 13.3 inch  ",,,,"Domestic Shipping (USA) All items ship directly from our US warehouse. Once we notify you that your order has shipped, standard delivery takes 5-7 business days. With over a decade of shipping experience, we guarantee your order will arrive safely.

International Shipping We offer worldwide shipping with the following estimated delivery times:

USA- 5-7 days
Europe :5-7 days
Asia: 7-10 days
Rest of world: 7-14 business days
Returns: We accept returns within 30 days of delivery. Please note that final sale items are ineligible for return.

How to Initiate a Return: If you decide to return your item, please contact us within 30 days of delivery by emailing info@knots-studio.com. We'll send you a prepaid shipping label to make the process easy.

Return Process: Returns for store credit and exchanges are free. Items must be in new, undamaged condition. They also must be returned in original, protective packaging to ensure your return arrives safe and sound.

Once you ship the item back using our provided label and it arrives at our warehouse, our team will inspect it to ensure everything is in perfect condition.

Refunds: Once the item is collected and inspected, your refund will be processed to the original form of payment. Please note:

Return shipping costs will be deducted
A $10 processing fee applies to all refunds
Store credit and exchanges are free from these fees

Important Information for International Customers Please be aware that customs duties and import taxes may apply to US and international orders. Buyers are responsible for any applicable customs fees, import duties, or taxes imposed by their local government.

We recommend checking with your local customs office before placing an order to understand potential additional costs. Please note that we cannot control or be held responsible for customs delays or associated fees.",,Spot clean with mild soap and a wet towel. vacuum the basket to keep it fresh and clean.,,3,,stone; red; red-earth; gray,,,,,,,m-hull-basket-in-cream-vegan-suede; m-hull-basket-in-red-earth-ultra-suede-copy; m-hull-basket-in-graphite-ultra-suede-copy; s-hull-basket-in-cobalt-ultra-suede-copy,ahead,,,kg,,,active
